img_path,img_width,img_height,local_id,bbox,label
JPEGImages/005094.jpg,580,580,100,"[243, 191, 340, 228]",Avonmore
JPEGImages/006190.jpg,750,895,100,"[17, 39, 196, 117]",Avonmore
JPEGImages/006190.jpg,750,895,100,"[153, 372, 279, 432]",Avonmore
JPEGImages/008439.jpg,600,450,100,"[245, 89, 332, 129]",Avonmore
JPEGImages/013356.jpg,800,800,100,"[169, 150, 627, 322]",Avonmore
JPEGImages/013463.jpg,790,923,100,"[138, 170, 271, 234]",Avonmore
JPEGImages/013463.jpg,790,923,100,"[165, 700, 266, 776]",Avonmore
JPEGImages/014901.jpg,746,460,100,"[215, 137, 400, 217]",Avonmore
JPEGImages/014901.jpg,746,460,100,"[468, 187, 585, 236]",Avonmore
JPEGImages/003542.jpg,377,134,1000,"[155, 54, 222, 70]",Mars
JPEGImages/009050.jpg,390,126,1000,"[60, 1, 390, 67]",Mars
JPEGImages/009151.jpg,295,171,1000,"[120, 75, 176, 88]",Mars
JPEGImages/009743.jpg,293,172,1000,"[105, 80, 182, 97]",Mars
JPEGImages/015139.jpg,701,394,1000,"[146, 219, 539, 303]",Mars
JPEGImages/020349.jpg,368,137,1000,"[80, 26, 285, 86]",Mars
JPEGImages/024967.jpg,2453,793,1000,"[809, 257, 1637, 510]",Mars
JPEGImages/026719.jpg,600,423,1000,"[122, 20, 408, 113]",Mars
JPEGImages/027923.jpg,275,183,1000,"[26, 37, 228, 79]",Mars
JPEGImages/001637.jpg,516,369,1001,"[196, 216, 336, 295]",VOC2007
JPEGImages/001637.jpg,516,369,1001,"[216, 273, 366, 350]",VOC2007
JPEGImages/003799.jpg,486,398,1001,"[27, 8, 293, 141]",VOC2007
JPEGImages/007597.jpg,495,375,1001,"[119, 106, 391, 179]",VOC2007
JPEGImages/009646.jpg,499,389,1001,"[60, 220, 189, 294]",VOC2007
JPEGImages/011618.jpg,481,399,1001,"[13, 1, 191, 87]",VOC2007
JPEGImages/011618.jpg,481,399,1001,"[226, 10, 474, 187]",VOC2007
JPEGImages/013170.jpg,492,354,1001,"[0, 112, 173, 182]",VOC2007
JPEGImages/016099.jpg,517,358,1001,"[162, 231, 370, 278]",VOC2007
JPEGImages/000441.jpg,519,364,1002,"[172, 97, 349, 191]",VOC2007
JPEGImages/000868.jpg,517,369,1002,"[126, 131, 287, 200]",VOC2007
JPEGImages/001194.jpg,493,374,1002,"[37, 37, 310, 62]",VOC2007
JPEGImages/002210.jpg,519,394,1002,"[88, 43, 156, 63]",VOC2007
JPEGImages/002915.jpg,480,362,1002,"[32, 46, 200, 136]",VOC2007
JPEGImages/003530.jpg,498,378,1002,"[81, 56, 404, 202]",VOC2007
JPEGImages/003662.jpg,516,362,1002,"[74, 108, 292, 183]",VOC2007
JPEGImages/004884.jpg,496,363,1002,"[79, 130, 307, 205]",VOC2007
JPEGImages/005259.jpg,503,397,1002,"[144, 307, 356, 392]",VOC2007
JPEGImages/006013.jpg,488,363,1002,"[162, 177, 344, 278]",VOC2007
JPEGImages/006388.jpg,519,381,1002,"[150, 88, 247, 125]",VOC2007
JPEGImages/006613.jpg,522,360,1002,"[43, 49, 301, 116]",VOC2007
JPEGImages/007547.jpg,385,491,1002,"[40, 83, 347, 246]",VOC2007
JPEGImages/008686.jpg,518,373,1002,"[47, 87, 240, 186]",VOC2007
JPEGImages/008686.jpg,518,373,1002,"[272, 94, 458, 185]",VOC2007
JPEGImages/009039.jpg,395,515,1002,"[84, 67, 379, 252]",VOC2007
JPEGImages/009919.jpg,521,357,1002,"[38, 125, 177, 217]",VOC2007
JPEGImages/010983.jpg,517,399,1002,"[131, 97, 374, 212]",VOC2007
JPEGImages/011132.jpg,505,392,1002,"[185, 1, 462, 102]",VOC2007
JPEGImages/014198.jpg,487,393,1002,"[116, 141, 303, 233]",VOC2007
JPEGImages/015014.jpg,504,365,1002,"[86, 144, 301, 220]",VOC2007
JPEGImages/015276.jpg,491,376,1002,"[174, 29, 397, 129]",VOC2007
JPEGImages/015285.jpg,511,385,1002,"[175, 81, 343, 185]",VOC2007
JPEGImages/015293.jpg,493,360,1002,"[98, 114, 323, 206]",VOC2007
JPEGImages/015413.jpg,490,358,1002,"[123, 54, 396, 187]",VOC2007
JPEGImages/002438.jpg,311,162,1003,"[122, 73, 178, 102]",Martin's
JPEGImages/002502.jpg,310,162,1003,"[178, 11, 295, 72]",Martin's
JPEGImages/005985.jpg,311,162,1003,"[122, 74, 178, 102]",Martin's
JPEGImages/007536.jpg,172,293,1003,"[43, 31, 122, 70]",Martin's
JPEGImages/015688.jpg,481,105,1003,"[79, 20, 208, 82]",Martin's
JPEGImages/016749.jpg,225,225,1003,"[90, 73, 153, 95]",Martin's
JPEGImages/016749.jpg,225,225,1003,"[67, 131, 113, 156]",Martin's
JPEGImages/017358.jpg,269,187,1003,"[63, 50, 193, 115]",Martin's
JPEGImages/018119.jpg,800,477,1003,"[38, 140, 154, 205]",Martin's
JPEGImages/018119.jpg,800,477,1003,"[240, 141, 349, 202]",Martin's
JPEGImages/018119.jpg,800,477,1003,"[435, 135, 552, 203]",Martin's
JPEGImages/018119.jpg,800,477,1003,"[633, 137, 752, 202]",Martin's
JPEGImages/000258.jpg,281,180,1004,"[74, 6, 225, 31]",Martin's Potato Chips
JPEGImages/001607.jpg,225,225,1004,"[62, 57, 154, 81]",Martin's Potato Chips
JPEGImages/005500.jpg,199,253,1004,"[32, 52, 150, 75]",Martin's Potato Chips
JPEGImages/005745.jpg,187,270,1004,"[32, 94, 161, 130]",Martin's Potato Chips
JPEGImages/005969.jpg,212,238,1004,"[55, 48, 163, 73]",Martin's Potato Chips
JPEGImages/011561.jpg,225,225,1004,"[12, 52, 119, 75]",Martin's Potato Chips
JPEGImages/016894.jpg,225,225,1004,"[8, 98, 221, 131]",Martin's Potato Chips
JPEGImages/021161.jpg,225,225,1004,"[59, 55, 154, 78]",Martin's Potato Chips
JPEGImages/024382.jpg,225,225,1004,"[62, 31, 164, 49]",Martin's Potato Chips
JPEGImages/026411.jpg,211,238,1004,"[63, 63, 140, 79]",Martin's Potato Chips
JPEGImages/000573.jpg,350,470,1005,"[80, 277, 152, 299]",Martinelli's
JPEGImages/000573.jpg,350,470,1005,"[186, 280, 255, 300]",Martinelli's
JPEGImages/001828.jpg,534,537,1005,"[162, 312, 255, 333]",Martinelli's
JPEGImages/001828.jpg,534,537,1005,"[290, 313, 381, 335]",Martinelli's
JPEGImages/003691.jpg,736,396,1005,"[175, 299, 258, 317]",Martinelli's
JPEGImages/007369.jpg,3406,4000,1005,"[735, 339, 2062, 639]",Martinelli's
JPEGImages/011232.jpg,259,194,1005,"[30, 128, 227, 170]",Martinelli's
JPEGImages/017028.jpg,925,353,1005,"[3, 46, 448, 148]",Martinelli's
JPEGImages/017055.jpg,750,750,1005,"[336, 385, 460, 450]",Martinelli's
JPEGImages/018441.jpg,637,410,1005,"[279, 299, 359, 321]",Martinelli's
JPEGImages/018441.jpg,637,410,1005,"[430, 311, 514, 332]",Martinelli's
JPEGImages/018731.jpg,658,274,1005,"[59, 147, 205, 184]",Martinelli's
JPEGImages/018731.jpg,658,274,1005,"[433, 38, 496, 55]",Martinelli's
JPEGImages/022416.jpg,400,400,1005,"[157, 224, 253, 254]",Martinelli's
JPEGImages/023242.jpg,658,275,1005,"[100, 136, 191, 158]",Martinelli's
JPEGImages/024331.jpg,399,400,1005,"[70, 234, 137, 250]",Martinelli's
JPEGImages/002221.jpg,259,194,1007,"[89, 79, 227, 103]",Maruchan
JPEGImages/002739.jpg,193,261,1006,"[27, 91, 45, 113]",Maruchan
JPEGImages/002739.jpg,193,261,1007,"[41, 90, 117, 107]",Maruchan
JPEGImages/003829.jpg,193,261,1006,"[85, 107, 122, 146]",Maruchan
JPEGImages/004901.jpg,612,612,1006,"[121, 98, 162, 132]",Maruchan
JPEGImages/004954.jpg,193,261,1006,"[29, 92, 44, 112]",Maruchan
JPEGImages/004954.jpg,193,261,1007,"[41, 91, 117, 108]",Maruchan
JPEGImages/006012.jpg,275,183,1006,"[114, 66, 162, 113]",Maruchan
JPEGImages/006012.jpg,275,183,1007,"[97, 83, 179, 129]",Maruchan
JPEGImages/007328.jpg,225,225,1007,"[55, 92, 134, 110]",Maruchan
JPEGImages/007328.jpg,225,225,1006,"[37, 94, 58, 116]",Maruchan
JPEGImages/007494.jpg,193,261,1007,"[112, 46, 163, 68]",Maruchan
JPEGImages/007494.jpg,193,261,1007,"[35, 93, 81, 111]",Maruchan
JPEGImages/007494.jpg,193,261,1007,"[87, 200, 125, 225]",Maruchan
JPEGImages/007494.jpg,193,261,1006,"[102, 47, 114, 62]",Maruchan
JPEGImages/007494.jpg,193,261,1006,"[27, 104, 41, 119]",Maruchan
JPEGImages/010000.jpg,291,173,1006,"[13, 15, 91, 91]",Maruchan
JPEGImages/010000.jpg,291,173,1006,"[108, 16, 183, 89]",Maruchan
JPEGImages/010000.jpg,291,173,1006,"[204, 17, 278, 90]",Maruchan
JPEGImages/010412.jpg,259,194,1006,"[18, 78, 65, 124]",Maruchan
JPEGImages/010412.jpg,259,194,1007,"[57, 72, 235, 107]",Maruchan
JPEGImages/011893.jpg,259,194,1006,"[167, 176, 182, 191]",Maruchan
JPEGImages/011893.jpg,259,194,1007,"[180, 172, 235, 186]",Maruchan
JPEGImages/013540.jpg,225,225,1006,"[50, 112, 72, 139]",Maruchan
JPEGImages/013540.jpg,225,225,1007,"[66, 109, 171, 130]",Maruchan
JPEGImages/018966.jpg,225,225,1007,"[57, 94, 132, 109]",Maruchan
JPEGImages/018966.jpg,225,225,1006,"[38, 100, 60, 119]",Maruchan
JPEGImages/021806.jpg,198,255,1007,"[62, 111, 148, 129]",Maruchan
JPEGImages/021806.jpg,198,255,1006,"[44, 114, 67, 138]",Maruchan
JPEGImages/023523.jpg,3000,1715,1006,"[654, 210, 816, 354]",Maruchan
JPEGImages/024960.jpg,225,225,1006,"[18, 95, 55, 134]",Maruchan
JPEGImages/024960.jpg,225,225,1007,"[48, 88, 200, 118]",Maruchan
JPEGImages/024993.jpg,282,179,1006,"[115, 20, 129, 36]",Maruchan
JPEGImages/024993.jpg,282,179,1007,"[128, 17, 188, 33]",Maruchan
JPEGImages/025239.jpg,259,194,1007,"[180, 171, 234, 186]",Maruchan
JPEGImages/025239.jpg,259,194,1006,"[169, 176, 182, 190]",Maruchan
JPEGImages/002156.jpg,1000,522,1006,"[112, 60, 166, 112]",Maruchan
JPEGImages/002156.jpg,1000,522,1007,"[157, 52, 366, 105]",Maruchan
JPEGImages/005215.jpg,100,100,1007,"[28, 15, 86, 26]",Maruchan
JPEGImages/005260.jpg,193,261,1007,"[112, 46, 163, 68]",Maruchan
JPEGImages/005260.jpg,193,261,1007,"[35, 93, 81, 111]",Maruchan
JPEGImages/005260.jpg,193,261,1007,"[87, 200, 125, 225]",Maruchan
JPEGImages/005260.jpg,193,261,1006,"[102, 47, 114, 62]",Maruchan
JPEGImages/005260.jpg,193,261,1006,"[27, 104, 41, 119]",Maruchan
JPEGImages/005765.jpg,282,179,1006,"[115, 20, 129, 36]",Maruchan
JPEGImages/005765.jpg,282,179,1007,"[128, 17, 188, 33]",Maruchan
JPEGImages/008610.jpg,198,198,1006,"[53, 54, 67, 75]",Maruchan
JPEGImages/008610.jpg,198,198,1007,"[65, 50, 140, 68]",Maruchan
JPEGImages/008771.jpg,900,900,1006,"[219, 373, 251, 415]",Maruchan
JPEGImages/009231.jpg,206,244,1006,"[27, 44, 73, 92]",Maruchan
JPEGImages/009231.jpg,206,244,1006,"[10, 178, 58, 224]",Maruchan
JPEGImages/009574.jpg,225,225,1006,"[18, 95, 55, 134]",Maruchan
JPEGImages/009574.jpg,225,225,1007,"[48, 88, 200, 118]",Maruchan
JPEGImages/010076.jpg,193,261,1007,"[64, 94, 140, 109]",Maruchan
JPEGImages/010076.jpg,193,261,1006,"[47, 96, 65, 116]",Maruchan
JPEGImages/010519.jpg,300,168,1006,"[97, 35, 117, 56]",Maruchan
JPEGImages/010519.jpg,300,168,1007,"[113, 31, 196, 49]",Maruchan
JPEGImages/014480.jpg,2000,2183,1006,"[295, 530, 466, 684]",Maruchan
JPEGImages/014767.jpg,193,261,1006,"[85, 107, 122, 146]",Maruchan
JPEGImages/015247.jpg,640,426,1006,"[10, 108, 211, 317]",Maruchan
JPEGImages/015743.jpg,600,600,1006,"[185, 273, 223, 295]",Maruchan
JPEGImages/015743.jpg,600,600,1006,"[279, 144, 317, 170]",Maruchan
JPEGImages/015743.jpg,600,600,1006,"[376, 19, 408, 44]",Maruchan
JPEGImages/016550.jpg,250,201,1007,"[55, 47, 214, 79]",Maruchan
JPEGImages/016550.jpg,250,201,1006,"[22, 52, 64, 97]",Maruchan
JPEGImages/016732.jpg,259,194,1007,"[57, 119, 196, 148]",Maruchan
JPEGImages/016732.jpg,259,194,1006,"[28, 123, 63, 162]",Maruchan
JPEGImages/018165.jpg,254,198,1006,"[173, 46, 212, 82]",Maruchan
JPEGImages/018723.jpg,225,225,1006,"[7, 61, 50, 104]",Maruchan
JPEGImages/018723.jpg,225,225,1007,"[43, 54, 215, 89]",Maruchan
JPEGImages/001287.jpg,500,500,1008,"[103, 51, 139, 69]",Maruha Nichiro
JPEGImages/001287.jpg,500,500,1009,"[139, 53, 185, 77]",Maruha Nichiro
JPEGImages/018946.jpg,241,209,1008,"[2, 2, 38, 14]",Maruha Nichiro
JPEGImages/019885.jpg,750,750,1009,"[199, 97, 273, 130]",Maruha Nichiro
JPEGImages/021263.jpg,398,126,1008,"[259, 89, 290, 101]",Maruha Nichiro
JPEGImages/021263.jpg,398,126,1009,"[292, 89, 365, 100]",Maruha Nichiro
JPEGImages/009471.jpg,172,292,1008,"[1, 1, 30, 11]",Maruha Nichiro
JPEGImages/009471.jpg,172,292,1009,"[1, 10, 30, 23]",Maruha Nichiro
JPEGImages/016678.jpg,250,202,1008,"[26, 156, 75, 173]",Maruha Nichiro
JPEGImages/016678.jpg,250,202,1009,"[78, 159, 193, 171]",Maruha Nichiro
JPEGImages/017790.jpg,368,137,1008,"[136, 37, 233, 72]",Maruha Nichiro
JPEGImages/017790.jpg,368,137,1009,"[135, 77, 231, 88]",Maruha Nichiro
JPEGImages/029471.jpg,312,162,1008,"[252, 121, 283, 135]",Maruha Nichiro
JPEGImages/002007.jpg,400,263,101,"[123, 68, 228, 122]",Babayevsky
JPEGImages/004656.jpg,225,225,101,"[38, 81, 190, 109]",Babayevsky
JPEGImages/005606.jpg,326,154,101,"[112, 57, 214, 108]",Babayevsky
JPEGImages/005606.jpg,326,154,101,"[3, 100, 235, 154]",Babayevsky
JPEGImages/006010.jpg,313,161,101,"[113, 45, 204, 93]",Babayevsky
JPEGImages/006593.jpg,322,156,101,"[116, 43, 209, 91]",Babayevsky
JPEGImages/010370.jpg,310,163,101,"[120, 55, 200, 91]",Babayevsky
JPEGImages/011635.jpg,300,146,101,"[46, 16, 262, 71]",Babayevsky
JPEGImages/015056.jpg,225,225,101,"[34, 82, 200, 112]",Babayevsky
JPEGImages/017124.jpg,233,217,101,"[39, 95, 162, 128]",Babayevsky
JPEGImages/013089.jpg,432,117,1011,"[103, 28, 256, 54]",Marukome
JPEGImages/013089.jpg,432,117,1010,"[16, 7, 93, 107]",Marukome
JPEGImages/015468.jpg,500,500,1010,"[116, 162, 226, 303]",Marukome
JPEGImages/015468.jpg,500,500,1011,"[116, 330, 370, 390]",Marukome
JPEGImages/017496.jpg,400,400,1011,"[217, 247, 261, 263]",Marukome
JPEGImages/017496.jpg,400,400,1010,"[222, 206, 257, 251]",Marukome
JPEGImages/017496.jpg,400,400,1010,"[104, 49, 153, 78]",Marukome
JPEGImages/018014.jpg,360,140,1011,"[29, 14, 86, 27]",Marukome
JPEGImages/018014.jpg,360,140,1010,"[13, 14, 28, 32]",Marukome
JPEGImages/020207.jpg,225,225,1011,"[96, 37, 129, 48]",Marukome
JPEGImages/020578.jpg,259,83,1011,"[65, 30, 238, 68]",Marukome
JPEGImages/020578.jpg,259,83,1010,"[14, 7, 60, 70]",Marukome
JPEGImages/002089.jpg,480,480,1011,"[197, 51, 305, 76]",Marukome
JPEGImages/002089.jpg,480,480,1010,"[162, 33, 197, 82]",Marukome
JPEGImages/002556.jpg,600,600,1010,"[288, 121, 318, 159]",Marukome
JPEGImages/002556.jpg,600,600,1011,"[283, 160, 323, 171]",Marukome
JPEGImages/010109.jpg,360,140,1010,"[10, 12, 27, 30]",Marukome
JPEGImages/010109.jpg,360,140,1011,"[29, 12, 89, 24]",Marukome
JPEGImages/011272.jpg,300,300,1011,"[124, 32, 176, 44]",Marukome
JPEGImages/014586.jpg,218,231,1011,"[97, 35, 129, 49]",Marukome
JPEGImages/015499.jpg,400,400,1010,"[87, 206, 130, 267]",Marukome
JPEGImages/015499.jpg,400,400,1011,"[91, 64, 158, 74]",Marukome
JPEGImages/015499.jpg,400,400,1011,"[102, 307, 296, 352]",Marukome
JPEGImages/008013.jpg,200,200,1012,"[58, 14, 141, 89]",Marzadro
JPEGImages/008013.jpg,200,200,1013,"[18, 134, 182, 156]",Marzadro
JPEGImages/019748.jpg,324,155,1012,"[125, 3, 197, 70]",Marzadro
JPEGImages/019748.jpg,324,155,1013,"[175, 96, 318, 116]",Marzadro
JPEGImages/023623.jpg,199,253,1012,"[95, 200, 107, 214]",Marzadro
JPEGImages/027761.jpg,159,316,1012,"[70, 243, 86, 255]",Marzadro
JPEGImages/027761.jpg,159,316,1013,"[60, 259, 98, 266]",Marzadro
JPEGImages/002951.jpg,195,195,1012,"[64, 46, 128, 96]",Marzadro
JPEGImages/002951.jpg,195,195,1013,"[10, 103, 183, 128]",Marzadro
JPEGImages/005482.jpg,161,312,1012,"[74, 223, 95, 242]",Marzadro
JPEGImages/010730.jpg,159,316,1012,"[71, 246, 86, 259]",Marzadro
JPEGImages/013657.jpg,251,201,1013,"[54, 130, 198, 150]",Marzadro
JPEGImages/013657.jpg,251,201,1012,"[89, 24, 161, 90]",Marzadro
JPEGImages/001333.jpg,630,816,1014,"[119, 110, 315, 151]",Mast
JPEGImages/002200.jpg,300,300,1014,"[126, 54, 180, 70]",Mast
JPEGImages/002742.jpg,800,533,1014,"[111, 83, 205, 115]",Mast
JPEGImages/002742.jpg,800,533,1014,"[357, 84, 451, 119]",Mast
JPEGImages/002742.jpg,800,533,1014,"[599, 84, 693, 112]",Mast
JPEGImages/004480.jpg,275,183,1014,"[81, 123, 119, 136]",Mast
JPEGImages/005016.jpg,750,750,1014,"[511, 276, 638, 327]",Mast
JPEGImages/005016.jpg,750,750,1014,"[348, 279, 420, 310]",Mast
JPEGImages/005016.jpg,750,750,1014,"[179, 300, 264, 365]",Mast
JPEGImages/005162.jpg,1116,400,1014,"[223, 27, 322, 83]",Mast
JPEGImages/005162.jpg,1116,400,1014,"[464, 101, 569, 153]",Mast
JPEGImages/005162.jpg,1116,400,1014,"[739, 168, 860, 235]",Mast
JPEGImages/006138.jpg,1080,551,1014,"[82, 83, 183, 113]",Mast
JPEGImages/006138.jpg,1080,551,1014,"[359, 88, 456, 121]",Mast
JPEGImages/006138.jpg,1080,551,1014,"[630, 82, 731, 115]",Mast
JPEGImages/006138.jpg,1080,551,1014,"[899, 79, 992, 110]",Mast
JPEGImages/006430.jpg,561,1023,1014,"[182, 179, 392, 247]",Mast
JPEGImages/007114.jpg,224,160,1014,"[97, 23, 129, 36]",Mast
JPEGImages/007267.jpg,224,160,1014,"[97, 25, 127, 36]",Mast
JPEGImages/007399.jpg,275,183,1014,"[24, 57, 57, 67]",Mast
JPEGImages/007399.jpg,275,183,1014,"[123, 52, 157, 61]",Mast
JPEGImages/007399.jpg,275,183,1014,"[213, 51, 246, 62]",Mast
JPEGImages/008042.jpg,275,183,1014,"[30, 2, 66, 14]",Mast
JPEGImages/008042.jpg,275,183,1014,"[120, 64, 157, 74]",Mast
JPEGImages/008042.jpg,275,183,1014,"[209, 112, 246, 124]",Mast
JPEGImages/009232.jpg,1080,771,1014,"[468, 119, 611, 169]",Mast
JPEGImages/011275.jpg,225,225,1014,"[37, 31, 79, 45]",Mast
JPEGImages/011275.jpg,225,225,1014,"[146, 32, 187, 44]",Mast
JPEGImages/000775.jpg,430,430,1015,"[129, 67, 167, 83]",Master Kong
JPEGImages/000775.jpg,430,430,1015,"[47, 161, 94, 192]",Master Kong
JPEGImages/000775.jpg,430,430,1015,"[333, 174, 357, 195]",Master Kong
JPEGImages/001005.jpg,800,800,1015,"[285, 214, 369, 268]",Master Kong
JPEGImages/001005.jpg,800,800,1015,"[711, 298, 743, 319]",Master Kong
JPEGImages/002818.jpg,750,585,1015,"[194, 88, 326, 168]",Master Kong
JPEGImages/003287.jpg,431,243,1015,"[172, 16, 275, 78]",Master Kong
JPEGImages/003338.jpg,615,890,1015,"[250, 124, 430, 237]",Master Kong
JPEGImages/003570.jpg,580,958,1015,"[265, 363, 317, 400]",Master Kong
JPEGImages/004273.jpg,800,800,1015,"[366, 99, 471, 161]",Master Kong
JPEGImages/004467.jpg,600,1457,1015,"[56, 45, 171, 117]",Master Kong
JPEGImages/005304.jpg,1024,500,1015,"[250, 28, 400, 111]",Master Kong
JPEGImages/006221.jpg,750,384,1015,"[338, 86, 458, 157]",Master Kong
JPEGImages/007142.jpg,800,800,1015,"[81, 44, 211, 118]",Master Kong
JPEGImages/007142.jpg,800,800,1015,"[91, 262, 139, 291]",Master Kong
JPEGImages/007142.jpg,800,800,1015,"[81, 154, 137, 177]",Master Kong
JPEGImages/007142.jpg,800,800,1015,"[345, 168, 393, 190]",Master Kong
JPEGImages/007142.jpg,800,800,1015,"[360, 260, 398, 285]",Master Kong
JPEGImages/007142.jpg,800,800,1015,"[666, 499, 702, 518]",Master Kong
JPEGImages/007142.jpg,800,800,1015,"[618, 159, 660, 175]",Master Kong
JPEGImages/007963.jpg,580,580,1015,"[250, 24, 366, 60]",Master Kong
JPEGImages/007963.jpg,580,580,1015,"[270, 290, 357, 341]",Master Kong
JPEGImages/008074.jpg,615,428,1015,"[188, 320, 307, 367]",Master Kong
JPEGImages/008074.jpg,615,428,1015,"[214, 73, 302, 133]",Master Kong
JPEGImages/008665.jpg,1024,1024,1015,"[408, 27, 552, 104]",Master Kong
JPEGImages/008786.jpg,1000,667,1015,"[17, 15, 141, 87]",Master Kong
JPEGImages/008786.jpg,1000,667,1015,"[446, 416, 548, 490]",Master Kong
JPEGImages/008899.jpg,750,1371,1015,"[342, 319, 444, 441]",Master Kong
JPEGImages/008899.jpg,750,1371,1015,"[430, 1101, 490, 1139]",Master Kong
JPEGImages/009293.jpg,350,350,1015,"[55, 80, 98, 106]",Master Kong
JPEGImages/010110.jpg,1024,2206,1015,"[246, 200, 552, 383]",Master Kong
JPEGImages/010937.jpg,256,1024,1015,"[101, 80, 156, 116]",Master Kong
JPEGImages/010937.jpg,256,1024,1015,"[123, 455, 180, 491]",Master Kong
JPEGImages/011219.jpg,800,800,1015,"[371, 84, 484, 151]",Master Kong
JPEGImages/011386.jpg,600,457,1015,"[70, 14, 109, 39]",Master Kong
JPEGImages/011609.jpg,650,925,1015,"[411, 197, 480, 230]",Master Kong
JPEGImages/011609.jpg,650,925,1015,"[60, 628, 108, 660]",Master Kong
JPEGImages/011747.jpg,1024,2559,1015,"[332, 134, 480, 219]",Master Kong
JPEGImages/013114.jpg,800,800,1015,"[24, 16, 163, 108]",Master Kong
JPEGImages/013204.jpg,998,748,1015,"[315, 100, 536, 231]",Master Kong
JPEGImages/013209.jpg,470,650,1015,"[308, 5, 351, 38]",Master Kong
JPEGImages/014213.jpg,640,480,1015,"[402, 145, 484, 192]",Master Kong
JPEGImages/014876.jpg,1024,739,1015,"[639, 101, 741, 167]",Master Kong
JPEGImages/014897.jpg,353,261,1015,"[128, 184, 223, 237]",Master Kong
JPEGImages/014997.jpg,310,310,1015,"[151, 95, 200, 110]",Master Kong
JPEGImages/015097.jpg,640,640,1015,"[328, 120, 371, 150]",Master Kong
JPEGImages/015136.jpg,1024,1024,1015,"[149, 67, 307, 164]",Master Kong
JPEGImages/015203.jpg,523,347,1015,"[295, 24, 354, 61]",Master Kong
JPEGImages/017320.jpg,600,811,1015,"[14, 23, 89, 71]",Master Kong
JPEGImages/018549.jpg,244,650,1015,"[17, 19, 79, 58]",Master Kong
JPEGImages/019216.jpg,350,350,1015,"[105, 168, 143, 192]",Master Kong
JPEGImages/020317.jpg,750,603,1015,"[116, 34, 179, 68]",Master Kong
JPEGImages/020317.jpg,750,603,1015,"[118, 320, 176, 354]",Master Kong
JPEGImages/020317.jpg,750,603,1015,"[348, 41, 388, 63]",Master Kong
JPEGImages/020317.jpg,750,603,1015,"[341, 333, 398, 374]",Master Kong
JPEGImages/020317.jpg,750,603,1015,"[587, 52, 645, 89]",Master Kong
JPEGImages/020317.jpg,750,603,1015,"[595, 327, 657, 361]",Master Kong
JPEGImages/000676.jpg,498,396,1016,"[14, 180, 435, 334]",VOC2007
JPEGImages/002368.jpg,490,364,1016,"[5, 37, 490, 359]",VOC2007
JPEGImages/004198.jpg,484,382,1016,"[17, 34, 482, 252]",VOC2007
JPEGImages/004403.jpg,396,488,1016,"[107, 236, 287, 314]",VOC2007
JPEGImages/004532.jpg,498,356,1016,"[40, 101, 453, 248]",VOC2007
JPEGImages/004596.jpg,500,381,1016,"[70, 95, 423, 227]",VOC2007
JPEGImages/004772.jpg,514,398,1016,"[8, 116, 481, 299]",VOC2007
JPEGImages/005918.jpg,507,361,1016,"[9, 77, 487, 304]",VOC2007
JPEGImages/006427.jpg,522,357,1016,"[36, 113, 493, 284]",VOC2007
JPEGImages/007197.jpg,518,386,1016,"[1, 114, 502, 306]",VOC2007
