img_path,inst_id,local_id,bbox,label
07576798.jpg,Adidas-text_0071,1,"[372, 856, 429, 886]",Adidas-text
07707025.jpg,Adidas-text_0072,1,"[423, 379, 476, 393]",Adidas-text
07707054.jpg,Adidas-text_0081,1,"[441, 264, 478, 277]",Adidas-text
07585178.jpg,Adidas-text_0084,1,"[236, 315, 272, 327]",Adidas-text
07602242.jpg,Adidas-text_0085,1,"[378, 681, 454, 702]",Adidas-text
07707085.jpg,Adidas-text_0086,1,"[498, 381, 560, 400]",Adidas-text
07706500.jpg,Adidas-text_0087,1,"[238, 114, 324, 142]",Adidas-text
07674834.jpg,Adidas-text_0091,1,"[679, 739, 728, 793]",Adidas-text
07576234.jpg,Adidas-text_0093,1,"[171, 946, 259, 987]",Adidas-text
07576235.jpg,Adidas-text_0094,1,"[67, 1116, 175, 1170]",Adidas-text
07576236.jpg,Adidas-text_0095,1,"[190, 984, 265, 1019]",Adidas-text
07576238.jpg,Adidas-text_0096,1,"[389, 501, 449, 527]",Adidas-text
07706581.jpg,Adidas-text_0097,1,"[324, 473, 387, 497]",Adidas-text
07682657.jpg,Adidas-text_0100,1,"[635, 460, 685, 491]",Adidas-text
07706606.jpg,Adidas-text_0106,1,"[67, 132, 129, 161]",Adidas-text
07706619.jpg,Adidas-text_0113,1,"[512, 264, 587, 302]",Adidas-text
07601824.jpg,Adidas-text_0123,1,"[376, 606, 442, 628]",Adidas-text
07576336.jpg,Adidas-text_0124,1,"[287, 833, 352, 861]",Adidas-text
07576338.jpg,Adidas-text_0126,1,"[59, 358, 118, 376]",Adidas-text
07576342.jpg,Adidas-text_0128,1,"[213, 837, 308, 883]",Adidas-text
07707286.jpg,Adidas-text_0130,1,"[305, 438, 375, 452]",Adidas-text
07673748.jpg,Adidas-text_0131,1,"[485, 692, 537, 707]",Adidas-text
07601892.jpg,Adidas-text_0135,1,"[326, 668, 374, 704]",Adidas-text
07699967.jpg,Adidas-text_0136,1,"[498, 243, 527, 257]",Adidas-text
07694281.jpg,Adidas-text_0139,1,"[473, 447, 517, 465]",Adidas-text
07706745.jpg,Adidas-text_0144,1,"[337, 810, 445, 839]",Adidas-text
07706749.jpg,Adidas-text_0145,1,"[403, 610, 484, 632]",Adidas-text
07706754.jpg,Adidas-text_0146,1,"[352, 609, 427, 630]",Adidas-text
07584881.jpg,Adidas-text_0150,1,"[256, 321, 301, 336]",Adidas-text
07584891.jpg,Adidas-text_0151,1,"[384, 467, 415, 479]",Adidas-text
07584892.jpg,Adidas-text_0152,1,"[377, 864, 442, 892]",Adidas-text
07673834.jpg,Adidas-text_0153,1,"[343, 512, 456, 550]",Adidas-text
07603862.jpg,Adidas-text_0156,1,"[215, 666, 259, 682]",Adidas-text
07576529.jpg,Adidas-text_0163,1,"[623, 509, 663, 524]",Adidas-text
07638476.jpg,Adidas-text_0169,1,"[371, 256, 425, 277]",Adidas-text
07686030.jpg,Adidas-text_0170,1,"[363, 304, 401, 315]",Adidas-text
07638481.jpg,Adidas-text_0171,1,"[399, 254, 463, 271]",Adidas-text
07686037.jpg,Adidas-text_0177,1,"[315, 782, 420, 808]",Adidas-text
07597499.jpg,Airness_0000,2,"[483, 555, 512, 581]",Airness
07597809.jpg,Airness_0006,2,"[425, 164, 457, 189]",Airness
07597814.jpg,Airness_0010,2,"[449, 180, 478, 203]",Airness
07597462.jpg,Airness_0013,2,"[343, 202, 385, 220]",Airness
07597796.jpg,Airness_0015,2,"[265, 299, 320, 328]",Airness
07599201.jpg,Airness_0018,2,"[392, 505, 457, 541]",Airness
07599205.jpg,Airness_0022,2,"[314, 199, 359, 223]",Airness
07599214.jpg,Airness_0029,2,"[448, 178, 476, 205]",Airness
07599217.jpg,Airness_0035,2,"[262, 296, 324, 330]",Airness
07599233.jpg,Airness_0038,2,"[417, 183, 464, 208]",Airness
07702497.jpg,Airness_0118,2,"[348, 527, 439, 573]",Airness
07576603.jpg,Base_0000,4,"[641, 157, 684, 177]",Base
07576607.jpg,Base_0002,4,"[665, 450, 773, 498]",Base
07576607.jpg,Base_0003,4,"[299, 455, 365, 507]",Base
07576619.jpg,Base_0004,4,"[546, 31, 800, 167]",Base
07576627.jpg,Base_0008,4,"[327, 279, 359, 293]",Base
07576627.jpg,Base_0009,4,"[405, 275, 439, 290]",Base
07576627.jpg,Base_0010,4,"[486, 273, 521, 283]",Base
07576627.jpg,Base_0011,4,"[572, 269, 609, 278]",Base
07576627.jpg,Base_0012,4,"[361, 375, 387, 388]",Base
07706297.jpg,Base_0016,4,"[473, 141, 540, 185]",Base
07602751.jpg,Base_0018,4,"[253, 320, 401, 419]",Base
07675908.jpg,Base_0020,4,"[392, 134, 437, 175]",Base
07706313.jpg,Base_0021,4,"[299, 324, 478, 442]",Base
07706315.jpg,Base_0023,4,"[477, 310, 617, 394]",Base
07602769.jpg,Base_0027,4,"[285, 611, 382, 734]",Base
07706329.jpg,Base_0029,4,"[326, 310, 448, 401]",Base
07705745.jpg,Base_0030,4,"[425, 451, 547, 553]",Base
07602789.jpg,Base_0033,4,"[238, 188, 313, 222]",Base
07602789.jpg,Base_0034,4,"[671, 217, 741, 257]",Base
07643191.jpg,Base_0035,4,"[346, 675, 500, 751]",Base
07705760.jpg,Base_0036,4,"[422, 335, 570, 442]",Base
07602793.jpg,Base_0037,4,"[190, 148, 265, 185]",Base
07602793.jpg,Base_0038,4,"[671, 186, 741, 218]",Base
07602795.jpg,Base_0039,4,"[315, 193, 386, 239]",Base
07602795.jpg,Base_0040,4,"[575, 226, 671, 285]",Base
07706359.jpg,Base_0041,4,"[146, 278, 276, 375]",Base
07706359.jpg,Base_0042,4,"[477, 331, 609, 427]",Base
07705775.jpg,Base_0043,4,"[272, 357, 445, 464]",Base
07705779.jpg,Base_0044,4,"[223, 256, 294, 284]",Base
07643202.jpg,Base_0045,4,"[363, 875, 602, 1040]",Base
07585063.jpg,Base_0046,4,"[417, 483, 486, 533]",Base
07585064.jpg,Base_0047,4,"[305, 368, 409, 437]",Base
07602808.jpg,Base_0048,4,"[474, 363, 584, 429]",Base
07602811.jpg,Base_0051,4,"[405, 222, 466, 278]",Base
07602813.jpg,Base_0052,4,"[533, 131, 600, 182]",Base
07602814.jpg,Base_0053,4,"[565, 147, 638, 193]",Base
07602814.jpg,Base_0054,4,"[680, 214, 800, 272]",Base
07706382.jpg,Base_0055,4,"[304, 292, 459, 426]",Base
07706388.jpg,Base_0056,4,"[291, 219, 378, 275]",Base
07706394.jpg,Base_0058,4,"[214, 557, 346, 660]",Base
07602836.jpg,Base_0063,4,"[477, 364, 635, 466]",Base
07602838.jpg,Base_0064,4,"[464, 128, 546, 172]",Base
07602839.jpg,Base_0065,4,"[417, 133, 495, 171]",Base
07602848.jpg,Base_0068,4,"[341, 325, 456, 469]",Base
07585130.jpg,Base_0070,4,"[263, 456, 322, 529]",Base
07705880.jpg,Base_0071,4,"[561, 114, 609, 158]",Base
07705885.jpg,Base_0072,4,"[600, 599, 695, 669]",Base
07705887.jpg,Base_0073,4,"[546, 196, 640, 263]",Base
07705887.jpg,Base_0074,4,"[462, 325, 572, 436]",Base
07678543.jpg,Base_0076,4,"[355, 622, 400, 651]",Base
07585185.jpg,Base_0077,4,"[534, 778, 643, 839]",Base
07584605.jpg,Base_0081,4,"[387, 168, 447, 209]",Base
07584606.jpg,Base_0082,4,"[417, 143, 480, 189]",Base
07705923.jpg,Base_0086,4,"[170, 115, 259, 167]",Base
07584618.jpg,Base_0087,4,"[162, 412, 277, 481]",Base
07584620.jpg,Base_0088,4,"[276, 153, 333, 193]",Base
07584626.jpg,Base_0090,4,"[354, 108, 426, 148]",Base
07705942.jpg,Base_0091,4,"[313, 260, 448, 331]",Base
07584639.jpg,Base_0092,4,"[187, 149, 231, 178]",Base
07584639.jpg,Base_0093,4,"[260, 163, 303, 188]",Base
07584639.jpg,Base_0094,4,"[338, 163, 382, 187]",Base
07584639.jpg,Base_0095,4,"[410, 156, 454, 186]",Base
07584639.jpg,Base_0096,4,"[487, 161, 534, 184]",Base
07584639.jpg,Base_0097,4,"[595, 173, 635, 196]",Base
07584639.jpg,Base_0098,4,"[165, 318, 206, 344]",Base
07584639.jpg,Base_0099,4,"[267, 328, 308, 351]",Base
07584639.jpg,Base_0100,4,"[382, 318, 424, 338]",Base
07584639.jpg,Base_0102,4,"[638, 282, 683, 304]",Base
07585227.jpg,Base_0103,4,"[683, 214, 717, 233]",Base
07585227.jpg,Base_0106,4,"[150, 211, 261, 263]",Base
07585227.jpg,Base_0107,4,"[485, 213, 554, 264]",Base
07705951.jpg,Base_0109,4,"[282, 467, 425, 548]",Base
07584641.jpg,Base_0110,4,"[148, 386, 374, 511]",Base
07705972.jpg,Base_0113,4,"[396, 126, 459, 159]",Base
07705972.jpg,Base_0114,4,"[767, 169, 800, 205]",Base
07705979.jpg,Base_0116,4,"[514, 285, 605, 369]",Base
07584677.jpg,Base_0120,4,"[264, 514, 468, 629]",Base
07705988.jpg,Base_0121,4,"[300, 215, 414, 285]",Base
07585267.jpg,Base_0122,4,"[399, 127, 452, 154]",Base
07585267.jpg,Base_0123,4,"[523, 144, 567, 170]",Base
07584683.jpg,Base_0125,4,"[423, 353, 495, 418]",Base
07584686.jpg,Base_0128,4,"[353, 272, 461, 335]",Base
07647850.jpg,Base_0133,4,"[527, 264, 614, 334]",Base
07647853.jpg,Base_0135,4,"[397, 287, 482, 332]",Base
07584703.jpg,Base_0142,4,"[324, 174, 399, 214]",Base
07653745.jpg,Base_0144,4,"[275, 268, 367, 318]",Base
07653750.jpg,Base_0145,4,"[366, 203, 408, 248]",Base
07585305.jpg,Base_0147,4,"[398, 251, 461, 290]",Base
07585314.jpg,Base_0149,4,"[434, 633, 617, 734]",Base
07585318.jpg,Base_0150,4,"[275, 732, 486, 834]",Base
07585319.jpg,Base_0151,4,"[324, 708, 507, 821]",Base
07585337.jpg,Base_0152,4,"[231, 152, 287, 188]",Base
07647908.jpg,Base_0153,4,"[500, 883, 611, 963]",Base
07585341.jpg,Base_0154,4,"[509, 430, 569, 469]",Base
07653792.jpg,Base_0155,4,"[419, 298, 509, 335]",Base
07584756.jpg,Base_0156,4,"[626, 198, 800, 264]",Base
07584756.jpg,Base_0157,4,"[524, 161, 569, 185]",Base
07584756.jpg,Base_0158,4,"[237, 194, 280, 217]",Base
07585347.jpg,Base_0160,4,"[76, 321, 228, 383]",Base
07585347.jpg,Base_0161,4,"[362, 331, 508, 379]",Base
07647920.jpg,Base_0163,4,"[400, 646, 509, 734]",Base
07584767.jpg,Base_0164,4,"[483, 343, 589, 400]",Base
07585366.jpg,Base_0166,4,"[672, 265, 737, 298]",Base
07584779.jpg,Base_0167,4,"[422, 298, 497, 348]",Base
07585372.jpg,Base_0168,4,"[671, 258, 739, 300]",Base
07585374.jpg,Base_0169,4,"[362, 177, 398, 222]",Base
07585378.jpg,Base_0171,4,"[201, 255, 234, 270]",Base
07584796.jpg,Base_0173,4,"[501, 179, 561, 214]",Base
07584799.jpg,Base_0177,4,"[384, 184, 436, 213]",Base
07603060.jpg,Base_0182,4,"[92, 212, 179, 256]",Base
07603060.jpg,Base_0183,4,"[433, 201, 488, 246]",Base
07603060.jpg,Base_0184,4,"[534, 219, 571, 249]",Base
07603060.jpg,Base_0185,4,"[768, 241, 800, 263]",Base
07603061.jpg,Base_0186,4,"[213, 228, 326, 302]",Base
07603061.jpg,Base_0187,4,"[693, 213, 740, 242]",Base
07603061.jpg,Base_0188,4,"[145, 238, 208, 262]",Base
07603062.jpg,Base_0189,4,"[724, 202, 777, 236]",Base
07603062.jpg,Base_0191,4,"[377, 179, 435, 212]",Base
07603062.jpg,Base_0192,4,"[213, 182, 257, 219]",Base
07706031.jpg,Base_0194,4,"[174, 337, 290, 453]",Base
07706031.jpg,Base_0195,4,"[401, 398, 539, 483]",Base
07706033.jpg,Base_0196,4,"[366, 250, 489, 318]",Base
07706033.jpg,Base_0197,4,"[153, 226, 261, 293]",Base
07603066.jpg,Base_0198,4,"[338, 515, 494, 641]",Base
07706035.jpg,Base_0201,4,"[167, 362, 361, 464]",Base
07706035.jpg,Base_0202,4,"[396, 346, 580, 483]",Base
07706036.jpg,Base_0203,4,"[190, 290, 350, 372]",Base
07706036.jpg,Base_0204,4,"[390, 277, 555, 389]",Base
07603070.jpg,Base_0205,4,"[102, 219, 206, 282]",Base
07706040.jpg,Base_0206,4,"[348, 449, 559, 559]",Base
07706041.jpg,Base_0207,4,"[313, 363, 446, 433]",Base
07584855.jpg,Base_0208,4,"[505, 213, 552, 259]",Base
07706072.jpg,Base_0209,4,"[224, 285, 365, 354]",Base
07584869.jpg,Base_0210,4,"[704, 324, 770, 367]",Base
07584869.jpg,Base_0211,4,"[374, 250, 448, 295]",Base
07584871.jpg,Base_0213,4,"[227, 388, 301, 423]",Base
07706102.jpg,Base_0217,4,"[326, 187, 412, 234]",Base
07643637.jpg,Base_0220,4,"[317, 359, 431, 412]",Base
07706105.jpg,Base_0222,4,"[453, 186, 561, 248]",Base
07706105.jpg,Base_0223,4,"[330, 218, 403, 266]",Base
07706109.jpg,Base_0224,4,"[145, 157, 235, 202]",Base
07706109.jpg,Base_0225,4,"[480, 182, 560, 232]",Base
07706110.jpg,Base_0226,4,"[586, 179, 660, 220]",Base
07706112.jpg,Base_0227,4,"[620, 102, 693, 149]",Base
07603166.jpg,Base_0228,4,"[413, 629, 640, 805]",Base
07706140.jpg,Base_0229,4,"[289, 153, 372, 197]",Base
07706142.jpg,Base_0231,4,"[182, 472, 373, 561]",Base
07706143.jpg,Base_0232,4,"[190, 193, 325, 248]",Base
07603186.jpg,Base_0233,4,"[251, 224, 370, 284]",Base
07706168.jpg,Base_0235,4,"[171, 294, 377, 443]",Base
07648021.jpg,Base_0236,4,"[465, 443, 533, 483]",Base
07584976.jpg,Base_0237,4,"[176, 284, 268, 347]",Base
07584976.jpg,Base_0238,4,"[437, 252, 531, 304]",Base
07584983.jpg,Base_0239,4,"[278, 278, 371, 338]",Base
07643716.jpg,Base_0240,4,"[170, 292, 243, 344]",Base
07603253.jpg,Base_0241,4,"[107, 223, 247, 310]",Base
07603253.jpg,Base_0242,4,"[606, 244, 682, 290]",Base
07603253.jpg,Base_0243,4,"[753, 256, 800, 289]",Base
07603259.jpg,Base_0245,4,"[507, 166, 564, 204]",Base
07603259.jpg,Base_0246,4,"[298, 166, 358, 201]",Base
07603259.jpg,Base_0247,4,"[128, 177, 183, 217]",Base
07642573.jpg,BFGoodrich_0000,3,"[442, 353, 525, 370]",BFGoodrich
07642573.jpg,BFGoodrich_0001,3,"[274, 363, 342, 375]",BFGoodrich
07642575.jpg,BFGoodrich_0003,3,"[413, 368, 512, 392]",BFGoodrich
07642575.jpg,BFGoodrich_0004,3,"[153, 382, 230, 406]",BFGoodrich
07642576.jpg,BFGoodrich_0006,3,"[490, 356, 579, 373]",BFGoodrich
07642576.jpg,BFGoodrich_0007,3,"[251, 361, 326, 382]",BFGoodrich
07642577.jpg,BFGoodrich_0008,3,"[276, 382, 339, 401]",BFGoodrich
07642577.jpg,BFGoodrich_0009,3,"[457, 380, 506, 396]",BFGoodrich
